pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HIP 5158 b,HIP 5158,1,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..48L/abstract target=ref> Lo Curto et al. 2010 </a>,345.72,5.37,-5.37,0.0,0.89,,,0.0,,,,,,,,,,,,,,,,,451.0,,,0.0,1.42,,,0.0,,,,,,,,,451.0,,,0.0,1.42,,,0.0,Msini,,,,,0.52,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=LO_CURTO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..48L/abstract target=ref> Lo Curto et al. 2010 </a>,,4962.0,89.0,-89.0,0.0,,,,,0.78,0.02,-0.02,0.0,0.1,0.07,-0.07,0.0,[Fe/H],-0.959,,,0.0,4.37,0.2,-0.2,0.0,6.0,,,1.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h06m02.28s,16.5094891,-22d27m13.01s,-22.4536134,51.6026,0.1043,-0.1039,10.16,0.03,-0.03,7.669,0.02,-0.02,9.80235,0.000248,-0.000248,2019-09-04,2010-03,2014-05-14
HIP 57274 d,HIP 57274,1,1,3,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=FISCHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...21F/abstract target=ref> Fischer et al. 2012 </a>,431.7,8.5,-8.5,0.0,1.01,,,0.0,,,,,,,,,,,,,,,,,167.4,8.0,-8.0,0.0,0.5267,0.03,-0.03,0.0,,,,,,,,,167.4,8.0,-8.0,0.0,0.5267,0.03,-0.03,0.0,Msini,,,,,0.27,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,0.0,18.2,0.5,-0.5,0.0,<a refstr=FISCHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...21F/abstract target=ref> Fischer et al. 2012 </a>,K4 V,4640.0,100.0,-100.0,0.0,0.68,0.03,-0.03,0.0,0.73,0.05,-0.05,0.0,0.09,0.05,-0.05,0.0,[Fe/H],0.19,0.01,-0.01,0.0,4.71,0.1,-0.1,0.0,7.87,5.0,-5.0,0.0,,,,,0.5,0.5,-0.5,0.0,,,,,-4.7,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h44m40.93s,176.1705487,+30d57m27.53s,30.9576484,25.8618,0.0337,-0.0335,8.97,0.03,-0.03,6.286,0.021,-0.021,8.57069,0.000434,-0.000434,2015-03-26,2012-01,2015-03-26
HIP 63242 b,HIP 63242,1,1,1,Radial Velocity,2013,Multiple Observatories,Published Confirmed,0,<a refstr=JONES_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A..78J/abstract target=ref> Jones et al. 2013 </a>,124.6,,,0.0,0.565,,,0.0,,,,,,,,,,,,,,,,,2917.56,,,0.0,9.18,,,0.0,,,,,,,,,2917.56,,,0.0,9.18,,,0.0,Msini,,,,,0.23,,,0.0,,,,,,,,,,,,,,,,,,0.0,287.5,,,0.0,<a refstr=JONES_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A..78J/abstract target=ref> Jones et al. 2013 </a>,G8,4830.0,100.0,-100.0,0.0,,,,,1.54,0.05,-0.05,0.0,-0.31,0.09,-0.09,0.0,[Fe/H],1.63,0.001,-0.001,0.0,2.53,0.2,-0.2,0.0,,,,,,,,,3.7,0.1,-0.1,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h57m31.80s,194.3824825,-65d38m46.77s,-65.6463263,156.456,0.6995,-0.6995,6.86,0.03,-0.03,4.406,0.016,-0.016,6.56453,0.00019,-0.00019,2014-05-14,2013-08,2014-05-14
HR 810 b,HR 810,1,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,302.79999,2.3,-2.3,0.0,0.92,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,721.4741,79.4575,-79.4575,0.0,2.27,0.25,-0.25,0.0,,,,,,,,,721.4741,79.4575,-79.4575,0.0,2.27,0.25,-0.25,0.0,Msini,,,,,0.14,0.13,-0.13,0.0,,,,,,,,,,,,,,,,,,0.0,57.1,5.2,-5.2,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6167.0,24.0,-24.0,0.0,1.13,0.02,-0.02,0.0,1.34,0.13,-0.13,0.0,0.16,,,0.0,[Fe/H],,,,,4.46,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m34.01s,40.6417178,-50d47m57.65s,-50.7993484,17.3181,0.0162,-0.0162,5.4,0.03,-0.03,4.138,0.036,-0.036,5.25587,0.0022802,-0.0022802,2018-09-04,2017-03,2018-09-06
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1,1,2,Microlensing,2021,KMTNet,Published Confirmed,0,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..239Z/abstract target=ref>Zang et al. 2021</a>,,,,,1.26,0.19,-0.14,0.0,,,,,,,,,0.96,0.15,-0.13,0.0,0.00302,0.00047,-0.00041,0.0,,,,,,,,,,,,,,,,,0.96,0.15,-0.13,0.0,0.00302,0.00047,-0.00041,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..239Z/abstract target=ref>Zang et al. 2021</a>,,,,,,,,,,0.26,0.04,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..239Z/abstract target=ref>Zang et al. 2021</a>,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,800.0,120.0,-100.0,,,,,,,,,,2022-08-01,2021-11,2022-08-01
KOI-351 h,KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,331.60059,0.00037,-0.00037,0.0,1.01,0.11,-0.11,0.0,11.3,1.0,-1.0,0.0,1.008,0.089,-0.089,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,1.3,-1.3,0.0,2454973.49631,0.00082,-0.00082,0.0,HJD,0.0,,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080.0,260.0,-170.0,0.0,1.2,0.1,-0.1,0.0,1.2,0.1,-0.1,0.0,-0.12,0.18,-0.18,0.0,[M/H],,,,,4.4,,,0.0,,,,,,,,,4.6,2.1,-2.1,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.883,0.069,-0.069,12.482,0.024,-0.024,13.7397,0.000217,-0.000217,2014-05-14,2014-01,2014-05-14
Kepler-10 d,Kepler-10,1,1,3,Radial Velocity,2023,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,151.04,0.45,-0.45,0.0,0.5379,0.0044,-0.0044,0.0,,,,,,,,,,,,,,,,,12.68,2.24,-2.24,0.0,0.0399,0.00705,-0.00705,0.0,,,,,,,,,12.68,2.24,-2.24,0.0,0.0399,0.00705,-0.00705,0.0,Msini,,,,,0.26,,,1.0,,,,,,,,,,,,,2457165.4,4.7,-5.3,0.0,BJD-TDB,0.0,1.68,0.28,-0.28,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5708.0,28.0,-28.0,0.0,1.06,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,-0.15,0.04,-0.04,0.0,[Fe/H],,,,,,,,,10.6,1.5,-1.3,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,11.043,0.023,-0.023,9.496,0.021,-0.021,10.9191,0.000318,-0.000318,2023-04-17,2023-04,2023-04-17
Kepler-103 c,Kepler-103,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,179.60978,0.0002,-0.0002,0.0,0.6639,0.0043,-0.0063,0.0,5.45,0.18,-0.18,0.0,0.486,0.016,-0.016,0.0,38.0,17.0,-16.0,0.0,0.11956,0.05349,-0.05034,0.0,,,,,,,,,,,,,,,,,38.0,17.0,-16.0,0.0,0.11956,0.05349,-0.05034,0.0,Mass,1.29,0.58,-0.55,0.0,0.095,,,1.0,5.95,0.34,-0.34,0.0,434.0,6.0,-6.0,0.0,87.704,0.12,-0.055,0.0,2455667.15973,0.00044,-0.00044,0.0,BJD-TDB,1.0,3.8,1.7,-1.7,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,6009.0,64.0,-64.0,0.0,1.49,0.02,-0.02,0.0,1.21,0.02,-0.03,0.0,0.16,0.04,-0.04,0.0,[Fe/H],,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m56.29s,288.9845512,+40d03m52.15s,40.0644857,494.832,5.894,-5.758,11.883,0.024,-0.024,10.873,0.017,-0.017,12.2466,0.000186,-0.000186,2023-04-17,2023-04,2023-04-17
Kepler-108 c,Kepler-108,1,2,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,190.323494,0.000988,-0.000988,0.0,0.721,,,0.0,8.18,0.51,-0.51,0.0,0.73,0.045,-0.045,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455145.67323,0.00255,-0.00255,0.0,BJD,1.0,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5854.0,92.0,-92.0,0.0,2.19,0.12,-0.12,0.0,,,,,,,,,,,,,,3.9,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m14.16s,294.5589885,+46d03m44.62s,46.0623952,338.732,,,12.657,0.069,-0.069,10.983,0.017,-0.017,13.0843,0.015753,-0.015753,2014-05-14,2014-03,2014-05-14
Kepler-139 c,Kepler-139,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,157.072878,0.00172,-0.00172,0.0,0.586,,,0.0,3.38,0.69,-0.69,0.0,0.302,0.062,-0.062,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455314.26266,0.0044,-0.0044,0.0,BJD,1.0,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5594.0,100.0,-100.0,0.0,1.3,0.25,-0.25,0.0,,,,,,,,,,,,,,4.25,0.15,-0.15,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,391.038,4.238,-4.149,12.775,0.092,-0.092,11.167,0.016,-0.016,12.677,0.000184,-0.000184,2014-05-14,2014-03,2014-05-14
Kepler-150 f,Kepler-150,1,1,5,Transit,2017,Kepler,Published Confirmed,0,<a refstr=SCHMITT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..180S/abstract target=ref>Schmitt et al. 2017</a>,637.2093,0.0169,-0.0154,0.0,1.24,0.29,-0.45,0.0,3.64,0.52,-0.39,0.0,0.325,0.046,-0.035,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,0.19,-0.19,0.0,2455979.2422,0.0082,-0.0077,0.0,BJD,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5528.0,122.0,-122.0,0.0,0.91,,,0.0,0.97,,,0.0,,,,,,-0.161,,,0.0,4.51,,,0.0,,,,,1.8429,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m56.18s,288.2341025,+40d31m15.23s,40.520897,891.092,17.021,-16.404,15.161,0.252,-0.252,13.367,0.032,-0.032,14.9743,0.000572,-0.000572,2017-04-11,2017-04,2017-04-13
Kepler-1514 b,Kepler-1514,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..103D/abstract target=ref>Dalba et al. 2021</a>,217.83184,0.00012,-0.00012,0.0,0.753,0.013,-0.014,0.0,12.42,0.258,-0.258,0.0,1.108,0.023,-0.023,0.0,1678.1424,69.9226,-69.9226,0.0,5.28,0.22,-0.22,0.0,,,,,,,,,,,,,,,,,1678.1424,69.9226,-69.9226,0.0,5.28,0.22,-0.22,0.0,Mass,4.82,0.26,-0.25,0.0,0.401,0.013,-0.014,0.0,3.23,0.21,-0.18,0.0,388.0,6.0,-5.0,0.0,89.944,0.013,-0.01,0.0,2455071.81411,0.00046,-0.00046,0.0,BJD-TDB,0.0,172.5,3.9,-3.9,0.0,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..103D/abstract target=ref>Dalba et al. 2021</a>,,6145.0,99.0,-80.0,0.0,1.29,0.03,-0.03,0.0,1.2,0.07,-0.06,0.0,0.119,0.08,-0.075,0.0,[Fe/H],0.328,0.031,-0.025,0.0,4.29,0.02,-0.02,0.0,2.9,1.6,-1.3,0.0,0.787,0.041,-0.04,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m30.60s,292.6274943,+37d51m36.60s,37.8601653,397.292,4.122,-4.039,11.766,0.022,-0.022,10.688,0.018,-0.018,11.8292,0.000166,-0.000166,2021-01-05,2021-03,2021-01-11
Kepler-16 b,Kepler-16,1,2,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,228.776,0.02,-0.037,0.0,0.7048,0.0011,-0.0011,0.0,8.449,0.029,-0.029,0.0,0.754,0.003,-0.003,0.0,105.833,5.085,-5.085,0.0,0.333,0.016,-0.016,0.0,,,,,,,,,,,,,,,,,105.833,5.085,-5.085,0.0,0.333,0.016,-0.016,0.0,Mass,0.964,0.047,-0.046,0.0,0.0069,0.001,-0.0015,0.0,,,,,,,,,90.032,0.002,-0.002,0.0,2455212.12316,,,0.0,BJD,1.0,,,,,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,,4450.0,150.0,-150.0,0.0,0.65,0.0,0.0,0.0,0.69,0.0,0.0,0.0,-0.3,0.2,-0.2,0.0,[m/H],,,,,4.65,0.0,0.0,0.0,,,,,3.563,0.017,-0.016,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m18.20s,289.0758307,+51d45m26.02s,51.757229,75.0852,0.1541,-0.1536,12.144,0.057,-0.057,8.996,0.022,-0.022,11.7472,0.000348,-0.000348,2014-05-14,2011-09,2014-05-14
Kepler-1661 b,Kepler-1661,1,2,1,Transit,2020,Kepler,Published Confirmed,0,<a refstr=SOCIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...94S/abstract target=ref>Socia et al. 2020</a>,175.06,0.06,-0.06,0.0,0.633,0.005,-0.005,0.0,3.87,0.06,-0.06,0.0,0.345,0.005,-0.005,0.0,17.0,12.0,-12.0,0.0,0.05349,0.03776,-0.03776,0.0,,,,,,,,,,,,,,,,,17.0,12.0,-12.0,0.0,0.05349,0.03776,-0.03776,0.0,Mass,1.6,1.1,-1.1,0.0,0.057,0.005,-0.005,0.0,0.88,,,0.0,243.0,,,0.0,89.46,0.02,-0.02,0.0,2456007.1,0.4,-0.4,0.0,BJD,0.0,,,,,<a refstr=SOCIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...94S/abstract target=ref>Socia et al. 2020</a>,K,5100.0,100.0,-100.0,0.0,0.76,0.01,-0.01,0.0,0.84,0.02,-0.02,0.0,-0.12,0.1,-0.1,0.0,[M/H],,,,,4.66,0.1,-0.1,0.0,2.0,1.0,-1.0,0.0,,,,,2.5,0.5,-0.5,0.0,24.44,0.08,-0.08,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m40.10s,285.1670927,+41d58m00.98s,41.9669383,410.607,2.8825,-2.8825,14.357,0.092,-0.092,12.162,0.02,-0.02,14.1933,0.000321,-0.000321,2020-02-21,2020-03,2020-02-27
Kepler-174 d,Kepler-174,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,247.35373,0.002001,-0.002001,0.0,0.677,,,0.0,2.19,0.13,-0.13,0.0,0.195,0.012,-0.012,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455197.15875,0.00346,-0.00346,0.0,BJD,0.0,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4880.0,126.0,-126.0,0.0,0.62,0.03,-0.03,0.0,,,,,,,,,,,,,,4.68,0.15,-0.15,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.757,2.684,-2.684,14.53,0.057,-0.057,12.184,0.018,-0.018,14.2858,0.000242,-0.000242,2014-05-14,2014-03,2014-05-14
Kepler-22 b,Kepler-22,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,289.863876,1.3e-05,-1.3e-05,0.0,0.812,0.011,-0.013,0.0,2.1,0.12,-0.12,0.0,0.187,0.011,-0.011,0.0,9.1,,,1.0,0.02863,,,1.0,,,,,,,,,,,,,,,,,9.1,,,1.0,0.02863,,,1.0,Mass,5.2,,,1.0,0.72,,,1.0,1.01,0.06,-0.06,0.0,279.0,4.0,-4.0,0.0,89.764,0.025,-0.042,0.0,2454966.7001,0.0068,-0.0068,0.0,BJD-TDB,0.0,1.6,,,1.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5596.0,61.0,-61.0,0.0,0.87,0.01,-0.01,0.0,0.86,0.05,-0.04,0.0,-0.255,0.065,-0.065,0.0,[Fe/H],,,,,,,,,7.0,4.0,-4.2,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,0.927,-0.918,11.751,0.057,-0.057,10.152,0.014,-0.014,11.6444,0.000239,-0.000239,2023-04-17,2023-04,2023-04-17
Kepler-421 b,Kepler-421,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...25K/abstract target=ref>Kipping et al. 2014</a>,704.1984,0.0016,-0.0016,0.0,1.219,0.089,-0.089,0.0,4.16,0.19,-0.16,0.0,0.371,0.017,-0.014,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.095,-0.034,0.0,,,,,185.0,9.0,-5.0,0.0,89.965,0.024,-0.031,0.0,2455325.7674,0.0012,-0.0012,0.0,BJD-UTC,0.0,,,,,<a refstr=KIPPING_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...25K/abstract target=ref>Kipping et al. 2014</a>,G9/K0,5308.0,50.0,-50.0,0.0,0.76,0.03,-0.03,0.0,0.79,0.03,-0.03,0.0,-0.25,0.08,-0.08,0.0,[Fe/H],-0.398,0.061,-0.071,0.0,4.61,0.1,-0.1,0.0,4.0,0.8,-0.8,0.0,1.58,0.22,-0.37,0.0,0.0,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.558,2.039,-2.015,13.611,0.08,-0.08,11.535,0.017,-0.017,13.3477,0.000412,-0.000412,2014-07-23,2014-07,2014-07-23
Kepler-441 b,Kepler-441,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,207.2482,0.0022,-0.002,0.0,0.64,0.32,-0.13,0.0,1.64,0.22,-0.24,0.0,0.15,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.11,-0.1,-1.0,0.21,0.11,-0.11,0.0,,,,,89.97,0.03,-0.07,0.0,2455667.7764,0.004,-0.0065,0.0,BJD-UTC,0.0,,,,,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4340.0,177.0,-177.0,0.0,0.55,0.04,-0.05,0.0,0.57,0.05,-0.05,0.0,-0.57,0.18,-0.18,0.0,[Fe/H],-1.051,0.154,-0.15,0.0,4.71,0.05,-0.02,0.0,1.9,0.5,-0.4,0.0,4.94,1.03,-0.66,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m16.07s,284.566954,+49d00m45.75s,49.0127077,268.003,1.8075,-1.8075,15.567,0.16,-0.16,12.288,0.024,-0.024,15.135,0.000409,-0.000409,2015-01-06,2015-02,2015-01-06
